	logFC	logCPM	PValue
C27H6.3	0.437	8.59	0.316
C27H6.8	0.228	8	0.671
C27H6.9	-0.731	6.34	0.618
C28A5.1	1.19	7.73	0.0368
C28A5.2	-0.458	6.8	0.662
C28C12.12	-0.0624	8.02	0.916
C28H8.1	-0.489	7.08	0.545
C28H8.3	-0.129	8.03	0.819
C28H8.4	-0.896	8.05	0.111
C28H8.9	-0.377	7.87	0.488
C29A12.1	0.78	6.85	0.375
C29E4.12	0.0765	6.65	0.939
C29E4.13	0.954	6.86	0.275
C29E4.15	0.531	6.71	0.547
C29E4.9	-1.46	4.54	0.404
C29F7.3	-1.08	3.67	0.569
C29H12.2	0.0799	8.24	0.869
C29H12.5	0.104	6.17	0.934
C30A5.3	-0.314	8.38	0.464
C30B5.2	-0.352	7.87	0.54
C30B5.4	1.03	7.77	0.0799
C30C11.1	-2.8	5.63	0.0735
C30C11.4	1.65	8.68	0.000106
C30F12.2	-0.565	7.4	0.475
C30F12.4	1.41	9.27	0.00159
C30G12.6	1.93	8.09	0.000187
C30H6.7	-0.301	7.19	0.681
C30H6.8	-1.91	5.53	0.228
C30H6.9	-1.75	5.94	0.144
C30H7.2	-1.28	8.06	0.00932
C31C9.2	-0.245	5.35	0.857
C31E10.5	1.46	7.21	0.0392
C31E10.6	3.02	6.09	0.013
C31E10.7	-1.68	3.96	0.32
C31G12.1	-0.275	6.67	0.758
C31H1.8	1.28	8.88	0.00183
C31H5.4	0.0663	5.01	0.975
C31H5.5	4.48	3.78	0.0491
C32A3.2	-0.726	4.64	0.717
C32A3.3	0.765	8.41	0.0745
C32D5.10	0.408	7.6	0.592
C32D5.11	0.914	7.96	0.0856
C32D5.3	0.915	8.25	0.0878
C32D5.7	5.4	4.58	0.0208
C32D5.8	-0.00239	5.14	1
C32E8.11	0.486	7.99	0.332
C32E8.3	-0.255	6.75	0.779
C32E8.5	0.567	8.07	0.269
C32E8.9	-0.957	3.57	0.569
C32F10.8	0.0291	7.45	0.976
C33A11.2	-0.229	4.99	0.888
C33A12.1	-0.69	6.76	0.434
C33A12.12	-0.348	5.57	0.838
C33A12.3	-0.366	7.34	0.63
C33A12.7	0.051	6.3	0.976
C33B4.4	-0.691	3.76	0.722
C33C12.10	-0.268	5.41	0.867
C33C12.9	1.19	3.04	0.559
C33D9.13	-2.54	2.85	0.204
C33D9.3	0.754	4.62	0.712
C33D9.6	-3.7	3.39	0.0685
C33D9.8	-3.19	3.02	0.128
C33F10.14	0.683	5.92	0.577
C33F10.4	-0.249	7.1	0.747
C33G3.4	0.482	4.01	0.828
C33G3.6	-0.608	5.4	0.663
C33H5.13	-2.22	2.42	0.291
C33H5.17	0.233	6.58	0.811
C33H5.18	0.565	7.49	0.416
C33H5.8	-0.485	7.33	0.477
C34B2.10	-0.846	6.35	0.416
C34B2.11	-2.83	2.78	0.152
C34B2.5	-0.0689	6.76	0.947
C34B2.6	-0.267	6.74	0.764
C34B2.8	-0.404	7.84	0.457
C34B4.2	0.854	6.55	0.382
C34B7.2	0.641	7.68	0.26
C34C12.2	0.896	7.37	0.256
C34C12.4	-0.448	5.92	0.717
C34C12.5	0.118	6.13	0.924
C34C12.8	-0.436	7.18	0.577
C34C6.2	-4.66	4.16	0.0321
C34C6.3	-3.07	2.93	0.144
C34C6.4	-1.17	3.52	0.541
C34D10.1	-0.863	6.59	0.394
C34D4.13	-0.571	6.79	0.563
C34D4.4	0.227	8.27	0.65
C34E10.10	-1.46	6.44	0.159
C34E10.11	-1.43	6.83	0.152
C34E10.8	0.975	8.21	0.0312
C34F11.3	-0.271	6.28	0.863
C34F6.10	1.05	6.27	0.463
C34F6.5	-3.85	3.5	0.073
C34F6.9	-3.21	5.5	0.0406
C34G6.1	1.67	7.94	0.00392
C34G6.5	-0.753	7.76	0.228
C34H4.5	-3.56	3.57	0.0586
C35A5.8	0.0332	8.58	0.976
C35B1.2	2.29	6.32	0.1
C35B8.3	-1.15	5.85	0.373
C35C5.3	-1.94	6.17	0.0988
C35C5.6	2.6	6.97	0.00325
C35D10.1	-0.409	8.18	0.373
C35D10.10	-0.494	8	0.345
C35D10.13	-0.521	7.26	0.454
C35D10.17	-1.32	3.56	0.465
C35D10.5	-0.479	6.74	0.588
C35D10.6	-0.173	6.5	0.864
C35D10.7	-0.0327	7.19	0.976
C35E7.3	-4.37	3.92	0.0463
C35E7.4	-3.97	3.6	0.0374
C35E7.5	-0.639	6.49	0.653
C35E7.8	0.0231	6.66	0.987
C36A4.11	-2.78	2.75	0.172
C36A4.4	0.298	7.58	0.618
C36A4.5	0.933	3.09	0.653
C36B1.11	0.503	9.18	0.23
C36B1.14	-0.494	6.68	0.602
C36B7.6	-0.198	7.12	0.799
C36C9.1	1.21	7.54	0.0486
C36E6.1	2.16	6.95	0.0128
C36E6.2	-0.0208	5.6	1
C36E8.1	0.405	8.32	0.366
C36E8.4	-5.09	4.54	0.0232
C36F7.2	0.208	6.85	0.821
C37A2.7	-1.91	4.51	0.235
C37A2.8	0.877	8.43	0.0437
C37A5.7	-0.0812	4.47	0.969
C37C3.1	0.679	6.71	0.446
C37C3.2	0.336	7.55	0.6
C37C3.9	0.2	9.2	0.632
C37E2.1	-0.849	6.46	0.443
C37E2.2	-1.08	2.91	0.596
C37H5.13	1.17	5.71	0.397
C37H5.2	2.92	4.63	0.16
C37H5.3	1.63	6.03	0.291
C37H5.5	0.0902	7.27	0.902
C37H5.6	0.352	7.5	0.565
C38C10.2	-0.54	8.46	0.225
C38C3.10	-2.74	2.72	0.182
C38D4.1	1.22	3.59	0.533
C38D4.4	0.0936	8.18	0.865
C38D4.9	-1.75	4.81	0.304
C39B5.2	-2	4.73	0.229
C39B5.6	-2.27	4.47	0.174
C39E9.11	1.02	8.33	0.0196
C39E9.12	0.813	6.71	0.376
C40A11.2	-3.2	3.3	0.137
C40H1.6	-0.789	4.52	0.654
C41C4.1	-4.64	4.15	0.0333
C41D11.3	0.567	8.27	0.199
C41D11.5	-0.316	7.76	0.562
C41D11.9	-1.12	6.95	0.181
C41G7.3	0.615	8.45	0.154
C41G7.9	-0.647	7.62	0.33
C41H7.3	0.389	5.79	0.772
C41H7.4	-0.666	4.7	0.691
C41H7.5	1.13	3.01	0.59
C41H7.6	-0.0978	5.37	0.956
C42C1.10	-0.047	7.72	0.937
C42C1.11	1.56	7.77	0.0169
C42C1.12	0.402	4.49	0.797
C42C1.13	0.644	6.58	0.495
C42C1.4	-0.0597	7.36	0.934
C42C1.8	-0.276	8.14	0.57
C43E11.12	0.0951	6.46	0.933
C43E11.9	-0.792	6.07	0.487
C43H6.3	-1.06	6.24	0.327
C43H6.4	-4.94	4.41	0.00877
C43H6.7	1.06	6.22	0.434
C43H8.1	-2.03	4.77	0.193
C43H8.2	-1.63	5.98	0.265
C44B7.1	-1.32	6.19	0.236
C44B7.10	0.516	8.29	0.257
C44B7.11	1.76	5.85	0.301
C44B7.12	-0.248	7.77	0.712
C44B7.2	-1.1	6.57	0.349
C44B7.7	-3.43	3.19	0.0694
C44B9.3	-3.21	6.67	0.00462
C44C1.2	1.17	6.11	0.326
C44C10.4	0.513	6.4	0.648
C44E4.1	0.559	7.12	0.569
C44E4.3	-0.0531	8.53	0.907
C44E4.4	0.423	8.14	0.442
C44E4.5	1.06	6.86	0.254
C44H4.4	-0.525	5.9	0.665
C44H9.5	-3.18	3.01	0.128
C45B2.6	-0.368	4.84	0.808
C45E1.5	4.12	3.49	0.0676
C45G3.5	0.0377	8.29	0.937
C45G7.4	1.75	4.7	0.38
C45G9.2	1.1	7.6	0.0599
C45G9.5	0.206	7.82	0.731
C45G9.7	-0.887	5.27	0.539
C45H4.14	0.83	5.86	0.498
C46A5.5	0.332	6.77	0.724
C46A5.6	0.136	6.32	0.904
C46C11.1	0.138	6	0.917
C46C11.2	-0.891	4.54	0.643
C46C2.2	-2.17	6.04	0.144
C46C2.7	-1.2	5.59	0.379
C46F11.3	0.943	6.3	0.378
C46F11.4	1.49	6.94	0.072
C46F11.5	1.56	6.94	0.0687
C46F11.6	3.2	3.07	0.111
C46H11.2	-0.267	3.94	0.902
C46H3.2	-0.747	5.92	0.578
C47A4.1	-0.0545	4.67	0.983
C47B2.2	-0.475	7.98	0.352
C47B2.9	-0.65	3.76	0.711
C47D12.2	1.22	8.82	0.00564
C47D12.8	0.562	6.77	0.62
C47E12.2	-0.0411	8.69	0.923
C47E12.3	0.659	8.14	0.174
C47E12.7	0.67	6.37	0.511
C47E8.4	-0.0365	7.55	0.954
C47F8.1	0.435	6	0.743
C47G2.3	0.389	6.32	0.724
C47G2.4	0.613	8.14	0.231
C48A7.2	0.61	9.04	0.138
C48B4.10	-0.939	5.05	0.558
C48B4.11	0.366	8.32	0.432
C48B4.6	-1.57	5.57	0.255
C48B4.7	-1.09	6.68	0.232
C48B4.8	-0.262	5.41	0.851
C48B4.9	-0.778	7.32	0.261
C48B6.10	-1.21	6.12	0.324
C48B6.2	-0.911	6.55	0.345
C48B6.3	-1.54	6.44	0.154
C48B6.9	-0.485	6.19	0.695
C48D1.5	2.34	2.79	0.239
C48E7.11	0.87	6.3	0.43
C48E7.2	0.338	7.88	0.528
C49A9.10	-1.45	5.45	0.302
C49C3.15	1.38	3.49	0.482
C49C3.5	0.351	4.42	0.846
C49C3.6	-0.0493	7.59	0.937
C49C3.7	-0.276	6.9	0.745
C49C3.8	0.699	7.49	0.283
C49C8.3	-2.33	4.28	0.162
C49F5.3	-0.929	6.56	0.333
C49F5.6	0.487	7.5	0.444
C49H3.3	-0.194	7.3	0.791
C49H3.4	0.392	6.04	0.738
C49H3.6	1.18	3.65	0.542
C49H3.9	-0.612	7.75	0.271
C50A2.2	0.261	4.24	0.891
C50B6.3	0.172	8.12	0.713
C50B8.1	-0.893	7.89	0.0904
C50B8.3	1.13	6.39	0.279
C50C3.1	1.56	8.03	0.00427
C50D2.5	-0.117	6.79	0.9
C50D2.7	-0.967	6.7	0.449
C50D2.9	-0.962	6.32	0.379
C50E3.11	-2.37	4.94	0.149
C50E3.12	0.177	6.46	0.861
C50E3.13	0.209	7.29	0.769
C50E3.5	-0.384	7.44	0.609
C50F2.2	0.442	6.35	0.681
C50F2.3	-0.444	7.12	0.557
C50F4.12	1.05	7.63	0.0771
C50F4.14	0.129	8.06	0.793
C50F4.16	0.72	7.9	0.21
C50F4.4	-0.758	5.27	0.604
C50F4.6	-1.63	6.67	0.101
C50F7.4	-0.893	7.42	0.235
C50F7.6	-1.51	4.16	0.353
C52A10.3	-0.746	3.97	0.709
C52B9.4	0.714	7.14	0.369
C52B9.8	-2.17	5.56	0.115
C52D10.12	0.811	6.36	0.55
C52E12.1	0.394	8.15	0.392
C52E12.4	0.532	7.44	0.418
C53A5.16	-2.41	5.77	0.0697
C53A5.17	1.57	6.96	0.0603
C53A5.6	1.36	5.58	0.31
C53B4.3	-2.26	4.01	0.255
C53B4.4	1.02	7.78	0.0702
C53B4.6	-1.64	6.13	0.258
C53D5.1	-0.377	7.51	0.598
C53D6.4	-0.493	7.12	0.534
C53D6.6	0.841	7.11	0.317
C53H9.2	-0.0218	4.11	1
C53H9.3	-0.795	3.83	0.661
C54C6.6	-0.941	6.81	0.298
C54G4.7	0.436	7.03	0.602
C54G4.9	0.191	6.93	0.822
C54G6.1	0.387	6.32	0.743
C55A6.1	0.298	8.27	0.549
C55A6.10	0.167	6.24	0.888
C55A6.9	0.991	9.02	0.0158
C55B6.1	-0.518	7.68	0.374
C55B7.11	-0.0239	8.42	0.969
C55C3.5	-1.42	8.47	0.00274
C56A3.4	-0.261	9.13	0.518
C56A3.5	-0.0816	7.74	0.898
C56A3.6	0.831	5.39	0.58
C56A3.8	0.465	5.83	0.737
C56C10.10	-3.78	6.32	0.00265
C56C10.11	0.725	6.9	0.387
C56C10.7	0.813	7.25	0.242
C56C10.9	-0.509	6.13	0.663
C56E6.2	-1.35	6.45	0.196
C56E6.9	0.452	6.22	0.731
C56G2.1	0.104	8.17	0.826
C56G2.15	0.527	6.54	0.581
C56G2.4	-2.48	2.57	0.24
C56G2.5	2.33	6.94	0.00683
C56G2.7	1.92	7.91	0.00084
C56G7.3	0.024	4.8	1
cacn-1	-0.372	7.28	0.678
cal-5	0.729	5.35	0.617
calu-1	1.37	7.31	0.0831
cam-1	0.94	8.27	0.0369
cand-1	-0.0573	6.75	0.953
cap-1	0.221	7.97	0.671
cap-2	0.262	8.27	0.567
capg-1	1.02	7.43	0.119
capg-2	0.593	8.86	0.18
car-1	0.961	9.61	0.015
cars-1	2.24	8.07	4.06e-05
cas-1	0.388	6.97	0.623
cas-2	0.277	7.73	0.629
cash-1	0.0125	7.67	0.985
casy-1	-0.707	5.31	0.675
catp-6	0.194	8.4	0.733
catp-7	-5.76	5.15	0.00464
cav-1	-0.601	7.05	0.456
cbd-1	1.07	10.5	0.00937
cblc-1	0.249	7.72	0.701
cbp-1	-0.516	6.5	0.616
CC8.2	-0.00176	5.94	1
ccb-1	-3.67	3.37	0.0503
ccch-3	0.175	6.8	0.861
ccch-5	-3.29	5.48	0.0393
ccdc-47	-0.634	8.81	0.126
ccdc-55	0.824	6.57	0.387
ccf-1	1	7.91	0.0572
cchl-1	0.49	8.52	0.244
cco-1	-1.19	6.86	0.159
cco-2	0.145	7.37	0.83
ccpp-1	0.866	8.2	0.154
ccr-4	-1.22	7.31	0.0715
cct-1	0.586	8.95	0.159
cct-2	1.46	8.59	0.000767
cct-3	-2.41	6.37	0.0304
cct-4	0.515	8.81	0.243
cct-5	-0.346	9.45	0.384
cct-6	0.961	8.6	0.0407
cct-7	1.62	7.95	0.00276
cct-8	3.88	4.18	0.0653
ccz-1	0.774	7.92	0.162
CD4.3	-0.141	5.79	0.914
CD4.7	1.4	6.94	0.0887
CD4.8	-0.376	5.5	0.83
cdc-14	0.56	9.1	0.169
cdc-25.1	0.6	8.95	0.137
cdc-25.2	-1.03	6.95	0.219
cdc-25.3	0.515	6.88	0.536
cdc-26	-1.99	5.64	0.208
cdc-37	1.34	7.5	0.0333
cdc-42	-0.456	8.15	0.336
cdc-48.1	1.39	9.64	0.000366
cdc-48.2	1.64	8.56	0.000163
cdc-48.3	0.614	6.85	0.478
cdc-6	0.612	8.11	0.235
cdd-2	-0.53	7.01	0.534
cdf-1	-0.422	6.37	0.773
cdh-3	-1.68	5.65	0.295
cdh-4	0.411	8.28	0.371
cdh-5	4.39	3.71	0.0538
cdk-1	0.397	8.99	0.334
cdk-4	0.514	6.51	0.605
cdk-5	2.25	7.45	0.000961
cdk-7	0.276	7.74	0.647
cdk-8	1.66	8.52	0.000649
cdk-9	1.48	6.22	0.185
cdl-1	0.15	9.3	0.704
cdr-4	1.76	3.38	0.402
cdr-6	-3.09	5.31	0.0611
cdr-7	-0.308	4.53	0.873
cdt-1	-0.485	6.26	0.662
cdt-2	1.24	5.69	0.372
cdtl-7	0.55	6.72	0.537
cec-1	-2.17	5.91	0.091
ced-1	-2.42	6.66	0.0271
ced-10	-3.97	5.41	0.0104
ced-12	-1.09	7.84	0.0423
ced-2	0.137	7.18	0.863
ced-3	-0.442	6.93	0.722
ced-4	1.32	7.57	0.0277
ced-5	0.391	7.53	0.522
ced-6	0.326	7.34	0.656
ced-7	-0.626	8.47	0.151
ced-8	-1.51	5.67	0.252
ced-9	1.2	6.32	0.32
cee-1	0.389	7.66	0.51
ceh-100	1.78	6.52	0.0739
ceh-21	1.2	6.9	0.152
ceh-38	1.03	9.11	0.0121
ceh-39	1.76	6.44	0.0904
ceh-40	0.00367	5.13	1
ceh-41	1.63	6.88	0.0934
ceh-44	-0.0468	8.01	0.929
ceh-49	-1.54	7.21	0.0305
ceh-91	0.838	6	0.543
cel-1	-0.386	7.95	0.549
cep-1	0.41	8.04	0.418
ces-2	1.27	2.75	0.484
cey-1	0.165	8.05	0.772
cey-2	0.7	9.97	0.0786
cey-3	0.984	9.65	0.0218
cey-4	2.23	8.3	1.36e-05
cfim-1	0.181	6.82	0.841
cfim-2	-0.783	8.24	0.2
cgef-1	1.13	6.01	0.353
cgef-2	0.0532	3.83	1
cgh-1	0.76	9.95	0.1
cgp-1	0.71	7.45	0.319
cgt-3	-0.0753	9.09	0.857
chc-1	1.57	8.7	0.000884
chch-3	0.0547	5.92	0.976
chd-3	0.921	6.27	0.438
che-14	2.65	5.11	0.191
chin-1	-1.18	6.31	0.306
chk-1	0.313	7.5	0.646
chn-1	-0.242	8.58	0.566
chp-1	0.269	7.15	0.711
chs-1	0.759	7.54	0.297
cht-1	-4.16	4.52	0.0178
chtl-1	-0.679	8.35	0.114
cic-1	1.12	6.93	0.192
cid-1	0.499	8.8	0.239
cids-1	0.122	7.56	0.841
cids-2	0.802	8.71	0.0544
cif-1	0.312	7.9	0.56
cil-1	-2.55	4.04	0.181
cir-1	0.973	7.91	0.0921
cit-1.1	-0.518	7.72	0.387
cit-1.2	-0.746	5.3	0.615
cka-1	-0.26	7.41	0.725
ckb-1	-2.81	2.76	0.173
ckb-2	-0.0399	6.35	0.973
ckb-4	1.62	4.95	0.278
cki-1	-2.26	2.44	0.292
cki-2	0.325	8	0.514
cks-1	-0.419	8.75	0.367
cku-70	-0.065	6.2	0.963
cku-80	0.00437	7.2	1
clc-2	-1.33	2.92	0.5
clec-104	-2.47	2.56	0.24
clec-264	-2.02	2.92	0.267
clec-266	-0.218	5.04	0.901
clec-87	-0.23	10.3	0.592
clec-88	-0.106	10.3	0.792
clec-91	-0.00868	9.4	0.986
clh-3	1.74	6.95	0.0371
clh-5	0.345	8.25	0.443
clh-6	0.685	4.84	0.668
clic-1	1.26	7.36	0.0566
clk-1	-2.15	5.73	0.103
clk-2	1.36	7.16	0.0693
cln-3.2	-1.58	6.16	0.279
clp-1	0.618	7.61	0.428
clp-2	0.918	7.12	0.289
clp-7	0.941	7.04	0.23
clpf-1	0.319	5.68	0.806
clpp-1	0.37	5.65	0.779
clr-1	0.309	8.42	0.559
cls-1	2.24	5.05	0.203
cls-2	-1.23	5.93	0.324
cls-3	0.557	5.74	0.694
clu-1	0.394	8.22	0.379
cmd-1	0.397	7.78	0.466
cnb-1	-0.319	5.28	0.829
cnk-1	-1.82	3.31	0.308
cnp-3	0.459	6.68	0.684
cnt-1	2.25	4.65	0.159
cnt-2	-0.708	6.33	0.627
cnx-1	1.17	8.79	0.00535
coel-1	4.78	4.04	0.0372
cogc-1	-4.05	4.42	0.0219
cogc-2	0.731	7.77	0.242
cogc-3	0.387	6.98	0.689
cogc-4	0.268	5.7	0.847
cogc-5	0.11	8.08	0.834
cogc-6	0.541	7.81	0.42
cogc-8	0.822	6.74	0.408
coh-1	-2.26	6.07	0.0898
coh-3	1.43	6.44	0.291
coh-4	0.591	5.92	0.702
col-123	-2.84	2.79	0.174
col-86	-1.01	3.71	0.55
col-90	-1.82	3.42	0.312
com-1	2.05	6.77	0.0228
coq-1	-0.386	7.03	0.617
coq-2	-1.32	5.52	0.327
coq-3	-3.19	4.19	0.0648
coq-4	-0.282	4.06	0.902
coq-5	-0.253	7.29	0.749
coq-6	-0.188	6.34	0.858
coq-8	0.586	7.67	0.303
cpar-1	-0.457	5.14	0.756
cpb-1	0.141	7.2	0.877
cpb-3	1.02	9.34	0.0104
cpf-1	0.757	8.07	0.117
cpg-1	2.65	9.99	7.16e-10
cpg-2	1.54	9.38	0.000143
cpg-3	0.531	6.84	0.703
cpg-4	1.02	8.84	0.0383
cpg-8	-0.665	7.4	0.365
cpi-2	0.0335	7.72	0.958
cpn-1	0.0616	8.24	0.899
cpna-1	1.37	5.87	0.381
cpna-3	-0.101	8.71	0.811
cpsf-1	0.794	7.45	0.204
cpsf-2	0.243	7.48	0.694
cpsf-3	0.435	7.95	0.405
cpsf-4	1.02	7.78	0.0593
cpt-1	0.219	8.55	0.627
cpt-2	0.76	7.31	0.266
cpt-6	0.798	5.45	0.58
cpx-1	-2.37	2.5	0.263
cra-1	1.75	8.1	0.000322
crh-1	-0.0329	4.12	1
cri-3	-0.857	7.75	0.146
crls-1	-0.737	6.88	0.39
crml-1	-0.0878	8.6	0.873
crn-1	0.377	7.6	0.518
crn-2	3.16	4.07	0.0784
crn-3	0.0571	8.36	0.929
crn-4	0.569	7.37	0.431
crn-5	-1.57	4.52	0.363
crn-7	3.18	3.16	0.146
crp-1	3.06	2.72	0.17
crt-1	1.35	9.14	0.00138
csb-1	0.893	7.23	0.212
csc-1	0.127	6.97	0.886
csk-1	1	5.97	0.466
csn-1	0.962	7.87	0.12
csn-2	-0.449	8.47	0.387
csn-3	-0.287	8.02	0.574
csn-4	-0.894	7.04	0.286
csn-5	1.64	7.77	0.00808
csn-6	-0.0172	6.58	0.994
csnk-1	2.37	7.19	0.00174
csr-1	-0.77	6.92	0.545
cst-1	0.165	5.4	0.922
ctb-1	-1.58	11	0.000115
cTel55X.1	-0.813	4.69	0.6
ctg-1	0.844	5.56	0.58
cth-2	-3.9	3.55	0.0589
ctn-1	-1.11	3.34	0.542
ctns-1	-0.268	8.16	0.596
cts-1	1.07	8.76	0.0138
cua-1	0.316	7.39	0.632
cuc-1	-1.28	5.48	0.361
cul-1	0.763	7.61	0.19
cul-2	0.137	7.35	0.834
cul-3	0.528	5.9	0.678
cul-4	0.52	7.5	0.594
cul-5	-0.388	7.31	0.565
cup-2	0.263	7.9	0.626
cup-5	-0.102	8.34	0.822
cutc-1	-0.292	8.32	0.504
cuti-1	-2.44	2.54	0.231
cutl-20	-1.91	3.59	0.266
cutl-26	-3.29	3.09	0.111
cutl-3	-3.07	2.93	0.14
cux-7	1.64	7.23	0.0265
cwn-1	-2.47	2.88	0.187
cwn-2	2.52	2.81	0.226
cya-1	-0.815	6.84	0.336
cyb-1	0.617	9.46	0.115
cyb-2.1	-0.476	8.03	0.342
cyb-2.2	-0.0151	9.09	0.973
cyb-3	0.38	10	0.335
cyc-1	-1.2	7.14	0.123
cyc-2.1	-0.0668	7.69	0.918
cyd-1	-0.46	5.23	0.773
cye-1	0.181	5.85	0.905
cyk-1	1.96	5.8	0.132
cyk-3	-2.25	6.22	0.0526
cyk-4	0.48	7.84	0.364
cyl-1	-0.175	6.7	0.857
cyld-1	0.306	8.32	0.483
cyn-1	0.608	6.12	0.621
cyn-10	-1	5.46	0.451
cyn-11	-0.965	5.31	0.482
cyn-12	0.0113	6.53	1
cyn-13	-0.0671	5.53	0.971
cyn-15	-0.184	7.6	0.758
cyn-3	0.349	7.28	0.622
cyn-4	1.18	6.45	0.237
cyn-5	0.956	7.27	0.212
cyn-6	0.0968	3.49	1
cyn-7	0.258	8.98	0.56
cyn-8	0.23	7.37	0.732
cyn-9	1.08	6.94	0.206
cyp-13B2	-2.14	5.57	0.122
cyp-25A3	-0.755	3.01	0.741
cyp-25A4	-2.23	3.35	0.272
cyp-31A2	2.12	5.88	0.108
cyp-31A3	0.617	6.89	0.563
cyp-31A5	-0.157	5.94	0.925
cyp-33A1	-4.63	4.14	0.0345
cyp-44A1	-0.276	7.2	0.695
cyy-1	-1.18	7.96	0.0211
czw-1	0.263	8.88	0.547
D1005.1	1.27	7.83	0.0255
D1007.10	-2.34	5.72	0.144
D1007.15	-0.453	4.51	0.805
D1007.19	4.13	4.12	0.0525
D1007.4	-1.2	6.19	0.276
D1007.5	-0.294	8.4	0.542
D1007.8	-0.567	6.21	0.605
D1014.2	2.12	5.92	0.0866
D1014.4	0.00075	7.07	1
D1022.4	-1.11	6.19	0.381
D1025.1	-0.102	5.15	0.96
D1037.1	1.55	6.25	0.195
D1043.1	0.377	7.81	0.64
D1044.2	-4.49	4.02	0.0204
D1044.6	1.62	8.33	0.00114
D1046.2	-0.0773	8.28	0.872
D1046.3	1.07	7.39	0.138
D1046.5	-0.351	3.39	0.891
D1054.1	-1.21	5.63	0.469
D1054.14	0.746	7.55	0.221
D1054.3	-0.435	7.27	0.527
D1069.3	-0.593	5.31	0.705
D1069.4	0.37	3.67	0.879
D1081.6	0.72	6.81	0.434
D1081.7	0.767	9.43	0.0517
D1081.8	-0.0736	7.82	0.895
D1081.9	-1.08	5	0.528
D2005.3	0.718	6.36	0.522
D2005.4	0.69	7.5	0.464
D2005.7	-0.338	7.13	0.697
D2007.1	-0.0481	5.25	0.977
D2007.4	-0.174	7	0.845
D2013.3	0.653	7.11	0.41
D2013.6	-0.546	5.94	0.658
D2023.4	-3.86	4.76	0.0234
D2023.5	0.579	6.44	0.592
D2023.6	1.37	8.58	0.00143
D2024.5	0.0486	7.29	0.949
D2030.1	-0.947	8.58	0.0237
D2030.11	-0.552	5.92	0.653
D2030.2	-0.115	7.92	0.831
D2030.3	0.682	8.2	0.134
D2030.4	-0.967	6.16	0.386
D2030.7	0.9	8.76	0.0333
D2030.8	1.03	7.63	0.0889
D2045.2	1.35	5.53	0.327
D2045.7	4.48	3.79	0.0389
D2063.3	0.786	7.21	0.276
D2085.3	0.288	7.59	0.642
D2085.4	1.16	7.19	0.106
D2085.5	0.547	7.65	0.35
D2085.6	0.459	8.02	0.397
D2089.3	-3.18	3.29	0.0937
D2092.4	4.05	4.32	0.0353
D2092.5	-1.35	7.36	0.0875
D2096.12	0.0928	6.7	0.93
D2096.5	-3.92	3.56	0.0379
D2096.7	-0.181	6.64	0.862
D2096.8	0.224	9.03	0.572
dab-1	1.68	9.23	4.1e-05
dad-1	0.0542	8.09	0.933
daf-1	0.736	6.98	0.349
daf-14	0.466	4.04	0.808
daf-15	1.34	9.06	0.00161
daf-16	0.313	8.45	0.463
daf-18	0.343	9.71	0.368
daf-19	0.689	6.93	0.421
daf-2	2.33	4.77	0.22
daf-21	1	9.71	0.01
daf-25	-1.04	6.71	0.293
daf-3	1.48	6.52	0.306
daf-4	-0.335	7.16	0.644
daf-5	-0.526	5.68	0.688
daf-6	-4.1	3.7	0.0572
dao-3	0.693	5.32	0.644
dao-5	0.791	8.25	0.129
dap-3	-1.83	6.32	0.0964
dars-1	0.885	8.53	0.0436
dars-2	-0.0752	7.13	0.926
daz-1	1.04	9.25	0.00965
dbr-1	-0.189	7.13	0.833
DC2.3	0.574	6.46	0.6
DC2.8	-0.466	6.11	0.756
dcaf-1	1.26	8.29	0.00841
dcap-1	0.311	7.74	0.583
dcap-2	0.211	7.23	0.766
dcn-1	0.0655	8.25	0.891
dcp-66	-0.663	4.39	0.689
dcr-1	-0.497	7.27	0.556
dcs-1	-0.308	6.86	0.714
dct-1	0.812	6.55	0.392
dct-6	1.67	3.54	0.392
ddb-1	0.266	8.72	0.528
ddl-1	1.16	5.53	0.382
ddl-3	0.512	6.62	0.6
ddp-1	-3.56	4.35	0.0482
ddx-19	-0.705	7.63	0.251
ddx-23	0.434	7.77	0.465
dep-1	-3.36	5.95	0.0231
deps-1	0.907	8.31	0.0505
dgk-2	-2.64	4.39	0.118
dgk-4	-3.03	6.29	0.00802
dgn-1	5.84	5.3	0.000912
DH11.2	-1.94	4.74	0.308
dhc-1	-0.0179	7.83	0.976
dhfr-1	-0.266	7.39	0.728
dhhc-1	0.448	5.77	0.72
dhod-1	0.16	7.2	0.832
dhs-1	-0.778	7.82	0.143
dhs-11	0.077	5.15	0.976
dhs-12	-0.306	5.98	0.798
dhs-13	-1.04	5.86	0.432
dhs-19	-0.76	5.83	0.54
dhs-22	-0.0822	8.51	0.858
dhs-25	0.929	4.11	0.605
dhs-27	1.12	5.67	0.424
dhs-30	-0.8	5.29	0.558
dhs-6	-0.259	6.92	0.756
dhs-8	3.83	3.26	0.0886
dhs-9	1.02	4.89	0.537
dic-1	-0.611	7.35	0.395
die-1	-0.579	5.73	0.725
dif-1	-0.53	6.89	0.535
dim-1	-0.387	4.92	0.819
din-1	0.457	5.2	0.76
dis-3	-0.511	7.61	0.551
div-1	1.03	6.95	0.219
djr-1.1	0.754	6.9	0.43
dkf-1	1.43	6.54	0.156
dkf-2	0.236	5.61	0.892
